,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
1669,contains,foodchem,enrich,"acid, n-3 fatty",enrich;enrich (product);enrich (substance);enrich products;enriched,"acid, n-3 fatty;acid, omega-3 fatty;dietary supplements fatty acids (unsaturated) omega-3;fatty acid omega 3;fatty acid, n-3;fatty acid, n3;fatty acid, omega-3;fatty acids n 03;fatty acids omega 03;fatty acids, omega-3;fatty acids.omega 3;n 3 fatty acid;n 3 fatty acids;n 3 oil;n 3 oils;n 3 polyunsaturated fatty acid;n 3 pufa;n-3 fatty acid;n-3 fatty acid (substance);n-3 fatty acids;n-3 oil;n-3 oils;n-3 polyunsaturated fatty acid;n-3 pufa;n3 fatty acid;n3 oil;n3 oils;n3 polyunsaturated fatty acid;n3 pufa;oil, n-3;oil, n3;omega 3;omega 3 fatty acid;omega 3 fatty acids;omega fatty acids 03;omega-3;omega-3 acid;omega-3 acid triglycerides;omega-3 fatty acids;omega-3 fatty acids (medication);omega-3 phospholipids;omega-3 polyunsaturated fatty acid;omega-3 polyunsaturated fatty acids;omega-3 pufa;omega-3-fatty acids;pufa, n-3;pufa, n3;ω-3 fatty acids",Linolenic acid (LNA) enriched eggs may be an excellent source of dietary omega-3 PUFA and an ideal food ingredient for developing infants.___The content of n-3 PUFA in the obtained meat was increased from 250 mg (reference value) to 900 mg in 100 g of meat and from 110 mg (reference value) to 190 mg in 100 g of whole egg; the enriched products are designated as omega-3 meat and omega-3 eggs.,2,1,
1670,contains,foodchem,enrich,phytosteroid,enrich;enrich (product);enrich (substance);enrich products;enriched,"phytosteroid;phytosteroids;phytosterol;phytosterol (substance);phytosterols;plant steroid;plant steroids;plant sterol;plant sterols;steroid, plant;steroids, plant;sterol, plant;sterols, plant","This led to the hypothesis that mastic and particularly its neutral fraction, enriched in phytosterol-like compounds, possess antiatheromatic activities.",1,,
1671,contains,foodchem,f0 foods,"((1-5-(1,3)-benzodioxol-5-yl)-1-oxo-2,4-pentadienyl)piperidine","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","((1-5-(1,3)-benzodioxol-5-yl)-1-oxo-2,4-pentadienyl)piperidine;(1-(5-(1,3)-benzodioxol-5-yl)-1-oxo-2,4-pentadienyl)piperidine;1-piperoylpiperidine;piperine","Piperine, the main alkaloid of black pepper, Piper nigrum Linn., is an important Indian spice used in traditional food and medicine in India.",1,,
1672,contains,foodchem,f0 foods,(+)-(4r)-limonene,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(+)-(4r)-limonene;(+)-(r)-4-isopropenyl-1-methylcyclohexene;(+)-(r)-limonene;(+)-4-isopropenyl-1-methylcyclohexene;(+)-alpha-limonene;(+)-limonene;(4r)-1-methyl-4-(1-methylethenyl)cyclohexene;(4r)-1-methyl-4-isopropenylcyclohex-1-ene;(4r)-1-methyl-4-prop-1-en-2-yl-cyclohexene;(4r)-4-isopropenyl-1-methylcyclohexene;(4r)-limonene;(d)-limonene;(r)-(+)-limonene;(r)-(+)-p-mentha-1,8-diene;(r)-1-methyl-4-(1-methylethenyl)cyclohexene;(r)-4-isopropenyl-1-methyl-1-cyclohexene;(r)-4-isopropenyl-1-methylcyclohexene;(r)-p-mentha-1,8-diene;1-methyl-4-isopropenyl-1-cyclohexene;4βh-p-mentha-1,8-diene;cyclohexene, 1-methyl-4-(1-methylethenyl)-, (4r)-;d limonene;d-(+)-limonene;d-limonen;d-limonene;limonene, (+)-;limonene, (+-)-isomer;limonene, (r)-isomer;limonene, d-",d-Limonene is a natural component of a variety of foods and beverages and is found mainly in citrus fruits.,1,,
1673,contains,foodchem,f0 foods,(+)-alpha-tocopheryl polyethylene glycol 1000 succinate,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(+)-alpha-tocopheryl polyethylene glycol 1000 succinate;alpha-tocopheryl polyethylene glycol succinate;d-alpha tocopheryl polyethylene glycol 1000 succinate;d-alpha-tocopheryl polyethylene glycol 1000 succinate;mono-(2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-6-chromanyl) succinate polyethylene glycol monoester;poly(oxy-1,2-ethanediyl), alpha-(4-((3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2h-1-benzopyran-6-yl)oxy)-1,4-dioxobutyl-omega-hydroxy-;tocofersolan;tocofersolano;tocofersolanum;tocopherol polyethylene glycol succinate;tocophersolan;tocophersolan (vitamin e tpgs);tocopheryl poly(ethylene glycol) 1000 succinate;tpg-s;tpgs;vitamin e peg-1000-succinate;vitamin e-tpgs;vitamine e peg-1000-succinate","Paeoniae radix is a traditional Chinese medicinal herb for treating some diseases; important components are total paeony glycosides (TPGs), an approved drug by the State Food and Drug Administration (SFDA) for the therapy of rheumatoid arthritis (RA).",1,,
1674,contains,foodchem,f0 foods,(+)-xylose,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)",(+)-xylose;aldehydo-d-xylose;d xylose;d-xylose;d-xylose (substance);d-xylose preparation;d-xylose preparation (product);d-xylose preparation (substance);product containing xylose;product containing xylose (medicinal product);wood sugar;xylose;xylose (substance);xylose product;xylose-containing product,"Finally, the food components of plant-based diets that contained cell wall polysaccharides rich in arabinose, xylose, and possibly fucose were found to confer protection against myocardial injury.",1,,
1675,contains,foodchem,f0 foods,(+)-α-tocopherol,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(+)-α-tocopherol;(+-)-alpha-tocopherol;(+/-)-alpha-tocopherol;(2r,4'r,8'r)-α-tocopherol;(r,r,r)-α-tocopherol;.alpha.-tocopherol;.alpha.-tocopherol, d-;alfa tocopherol;alpha tocopherol;alpha tocopherol product;alpha tocopherol-containing product;alpha tocopheryl product;alpha tocopheryl product (product);alpha-tocopherol;alpha-tocopherol (substance);alpha-tocopherol preparation;alpha-tocopherol product;alpha-tocopherol, d-;alpha-tocopherol-containing product;alpha-tocopherols;alpha-tocopherols (medication);d alpha tocopherol;d-alpha tocopherol;d-alpha-tocopherol;d-alpha-tocopherol (substance);d-α-tocopherol;product containing alpha tocopherol;product containing alpha tocopherol (medicinal product);product containing alpha-tocopherol (medicinal product);r,r,r-alpha-tocopherol;tocopherol, d-alpha;vitamin e (alpha tocopherol);vitamin e (d-alpha tocopherol)(natural)","An example of a ""nutraceutic"" or ""functional"" food right from infancy, it is one of the best medicaments for delaying aging, and is also a good source of phytochemicals including polyphenolic compounds, squalene, alpha-tocopherol, carotenoid that may contribute to its overall therapeutic characteristics.",1,,
1676,contains,foodchem,f0 foods,(-)-cholesterol,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)","Recent studies strongly suggest that even smaller amounts of sterols available from natural plant foods and vegetable oils are important dietary components for lowering serum LDL cholesterol.___Furthermore, some of the other non-glyceride components of food fats have one or more of the following functions-vitamin activity, serum LDL cholesterol-lowering and antioxidant activity.___Its main features are moderate intake of total fat (predominantly monounsaturated fat), low consumption of saturated fat and cholesterol-rich foods, and high intake of starch.___There has been recent interest in barley as a therapeutic food owing to its high content of beta-glucan (β-glucan), a viscous soluble fiber recognized for its cholesterol-lowering properties.___Because the high cholesterol content of the yolk, the egg consumption has been decreased in spite of it, egg is a complete food, rich in many nutrients, and economically accessible.___Beans, peas, and lentils are all types of pulses that are extensively used as foods around the world due to their beneficial effects on human health including their low glycaemic index, cholesterol lowering effects, ability to decrease the risk of heart diseases and their protective effects against some cancers.___Phytosterols are cholesterol-like molecules found in all plant foods, with the highest concentrations occurring in vegetable oils.___Major contributors in the diet are fried and baked foods and margarine, in which partially hydrogenated vegetable oils may replace fat sources richer in saturated fatty acids and cholesterol.___Eggs were the main food source of cholesterol and milk was the prime source of saturated fatty acids and protein.",9,,
1677,contains,foodchem,f0 foods,(2s)-2-amino-5-(carbamimidamido)pentanoic acid,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(2s)-2-amino-5-(carbamimidamido)pentanoic acid;(2s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinovaleric acid;amino-5-guanidino-pentanoic acid;arg;arginina;arginine;arginine (medication);arginine (substance);arginine, l isomer;arginine, l-isomer;l arginine;l-(+)-arginine;l-arg;l-arginin;l-arginine;l-arginine (substance);l-isomer arginine","Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.",1,,
1678,contains,foodchem,f0 foods,"(3beta,24r)-ergost-5-en-3-ol","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(3beta,24r)-ergost-5-en-3-ol;24-methylcholesterol;3 beta, 24r-ergost-5-en-3-ol;campesterol;campesterol (substance);ergost-5-en-3-ol, (3beta,24r)-","The most common phytosterols in the human diet are sitosterol and campesterol, which originate exclusively from plant derived food.",1,,
1679,contains,foodchem,f0 foods,"(9z,12z)-octadecadienoic acid","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","(9z,12z)-octadecadienoic acid;(z,z)-9,12-octadecadienoic acid;9, 12-octadecadienoic acid;9,12 octadecadienoic acid;9,12-linoleic acid;9,12-octadecadienoic acid;9-cis,12-cis-octadecadienoic acid;9z,12z-octadecadienoic acid;acid linoleic;acid, 9,12-octadecadienoic;acide cis-linoléique;acide linoléique;all-cis-9,12-octadecadienoic acid;c18:2 9c, 12c omega6 todos cis-9,12-octadienoico;cis, cis-octadeca-9,12-dienoic acid;cis,cis-9,12-octadecadienoic acid;cis,cis-linoleic acid;fatty acid 18:2 n-6;linoleic acid;linoleic acid (substance);linoleic acid, (z,z)-isomer;linolic acid;octadecadienoic acid 009 012;ácido linoleico","There are 2 predominant sources of dietary trans fatty acids (TFA) in the food supply, those formed during the industrial partial hydrogenation of vegetable oils (iTFA) and those formed by biohydrogenation in ruminants (rTFA), including vaccenic acid (VA) and the naturally occurring isomer of conjugated linoleic acid, cis-9, trans-11 CLA (c9,t11-CLA).___Yogurt, on the other hand, is a nutrient-dense food that is a good source of dairy protein, calcium, magnesium, vitamin B-12, conjugated linoleic acid, and other key fatty acids.",2,,
1680,contains,foodchem,f0 foods,.alpha.-linolenic acid,"f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)",".alpha.-linolenic acid;9,12,15-octadecatrienoic acid, (z,z,z)-;acid alpha linolenic;acids alpha linolenic;alpha linolenic acid;alpha-linolenic acid;fatty acid cis, cis, cis 18:3 n-3;α-linolenic acid","The omega-3 fatty acid, alpha linolenic acid (ALA) found in plant-derived foods induces significant cardiovascular benefits when ingested.",1,,
1681,contains,foodchem,f0 foods,"1,4-butanediamine, n-(3-aminopropyl)-","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","1,4-butanediamine, n-(3-aminopropyl)-;1,4-butanediamine, n1-(3-aminopropyl)-;1,4-diaminobutane, n-(3-aminopropyl)-;1,5,10-triazadecane;4-azaoctamethylenediamine;4-azaoctane-1,8-diamine;n-(3-aminopropyl)-1,4-butane-diamine;spermidine;spermidine (substance)","The polyamine spermidine is naturally present in human diets, though to a varying amount depending on food type and preparation.",1,,
1682,contains,foodchem,f0 foods,"1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone;1-(1-(4-(p-fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone;1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one;1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1h-benzo[d]imidazol-2-one;2h-benzimidazol-2-one, 1-(1-(4-(4-fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridinyl)-1,3-dihydro-;droperidol;droperidol (medication);droperidol (product);droperidol (substance);droperidol [anaesthesia];droperidol [anesthesia];droperidol [anesthesia] (product);droperidol [anesthesia] (substance);droperidol [central nervous system use];droperidol [central nervous system use] (product);droperidol [central nervous system use] (substance);droperidol [cns];droperidol product;droperidol-containing product;droperidolo;droperidolum;dropéridol;product containing droperidol;product containing droperidol (medicinal product)",Droperidol is a butyrophenone commonly used as an antiemetic and antipsychotic in the United States since US Food and Drug Administration (FDA) approval in 1970.,1,,
1683,contains,foodchem,f0 foods,"11-octadecenoic acid, (e)-isomer","f0 foods;food;food (substance);food or food product;food or food substance;food, nos;foodproduct;foods;foods (medication);foods (substance)","11-octadecenoic acid, (e)-isomer;fatty acid 18:1 n-7 trans;trans-11-octadecenoic acid;trans-octadec-11-enoic acid 18:1 n-7;vaccenic acid;vaccenic acid (substance)","There are 2 predominant sources of dietary trans fatty acids (TFA) in the food supply, those formed during the industrial partial hydrogenation of vegetable oils (iTFA) and those formed by biohydrogenation in ruminants (rTFA), including vaccenic acid (VA) and the naturally occurring isomer of conjugated linoleic acid, cis-9, trans-11 CLA (c9,t11-CLA).",1,,
