,term_2_umls_synonyms,term_1_umls_name,is correct,pipeline,relation,term_2_umls_name,evidence_count,sentence,term_1_umls_synonyms
1192,vitamin c,aubergine,1.0,foodchem,contains,vitamin c,1,"The antioxidant vitamins, including vitamin A, vitamin C and β-carotene, were lower and some of the polyphenolic components, especially nasunin content, were higher in grilled eggplants, but they were unable to demonstrate better cardioprotective properties compared to the raw fruit.",aubergine;aubergine (substance);aubergines;brinjal;brinjals;eggplant;eggplants
1193,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol;(e)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzenediol;(e)-resveratrol;1,3-benzenediol, 5-((e)-2-(4-hydroxyphenyl)ethenyl)-;3,4',5-stilbenetriol;3,4',5-trihydroxystilbene;3,5,4'-trihydroxystilbene;5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol;dietary supplements resveratrol;resv;resveratrol;resveratrol (medication);resveratrol (substance)",bacca,1.0,foodchem,contains,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",1,"In this group, one of the most studied has been resveratrol (3,5,4,-trihydroxystilbene), a polyphenol, which is found predominantly in grapes and berries.","bacca;berries;berry (substance);berry, nos"
1194,2 phenyl benzopyran;2 phenyl benzopyrans;2 phenyl chromene;2 phenyl chromenes;2-phenyl-benzopyrans;2-phenyl-chromenes;flavonoid;flavonoid (substance);flavonoid-containing product;flavonoids;product containing flavonoid (product),bacca,1.0,foodchem,contains,flavonoids,1,"Berries are another plant food rich in bioactive phytochemicals, particularly flavonoids, for which there is increasing evidence of benefits on cardiometabolic risk that are linked to their potent antioxidant power.","bacca;berries;berry (substance);berry, nos"
1195,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one;3,3',4',5,7-pentahydroxyflavone;3,5,7,3',4'-pentahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-;c.i. natural yellow 10;dikvertin;product containing quercetin;product containing quercetin (medicinal product);quercetin;quercetin (substance);quercetin preparation;quercetin preparation (product);quercetin preparation (substance);quercetin product;quercetin-containing product;sophoretin",bacca,1.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one",1,"Quercetin (QCT) is a natural polyphenolic compound enriched in human food, mainly in vegetables, fruits and berries.","bacca;berries;berry (substance);berry, nos"
1196,anthocyanin;anthocyanin (substance);anthocyanins,bacca,1.0,foodchem,contains,anthocyanin,2,"Berries are a good source of polyphenols, especially anthocyanins, micronutrients, and fiber.___Anthocyanins are phytochemicals widely found in plant foods, with berries and fruit-derived beverages as the main dietary sources.","bacca;berries;berry (substance);berry, nos"
1197,polyphenol,bacca,1.0,foodchem,contains,polyphenol,1,"In this group, one of the most studied has been resveratrol (3,5,4,-trihydroxystilbene), a polyphenol, which is found predominantly in grapes and berries.","bacca;berries;berry (substance);berry, nos"
1198,polyphenol (substance);polyphenols,bacca,1.0,foodchem,contains,polyphenol (substance),1,"Berries are a good source of polyphenols, especially anthocyanins, micronutrients, and fiber.","bacca;berries;berry (substance);berry, nos"
1199,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",barley,0.0,foodchem,contains,cholesterol,1,"There has been recent interest in barley as a therapeutic food owing to its high content of beta-glucan (β-glucan), a viscous soluble fiber recognized for its cholesterol-lowering properties.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1200,2 phenyl benzopyran;2 phenyl benzopyrans;2 phenyl chromene;2 phenyl chromenes;2-phenyl-benzopyrans;2-phenyl-chromenes;flavonoid;flavonoid (substance);flavonoid-containing product;flavonoids;product containing flavonoid (product),barley,1.0,foodchem,contains,flavonoids,1,"Highland barley (Hordeum vulgare, Poaceae) contains wide-ranging nutrients, such as bioactive carbohydrates and polyphenols, minerals, vitamins, phenolic, flavonoids, and β-glucan.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1201,"acid, tannic;acids, tannic;gallotannic acid;gallotannin;tannic acid;tannic acid (medication);tannic acid (substance);tannic acids;tannins;ácido tánico",barley,0.0,foodchem,contains,"acid, tannic",1,"When the barley coarse fraction was used, a flavan-3-ols enrichment and an increase of antioxidant activity were reported, while commercial samples showed the absence of flavan-3-ols and a higher presence of phenolic acids and tannins.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1202,carbohydrates,barley,1.0,foodchem,contains,carbohydrates,1,"Highland barley (Hordeum vulgare, Poaceae) contains wide-ranging nutrients, such as bioactive carbohydrates and polyphenols, minerals, vitamins, phenolic, flavonoids, and β-glucan.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1203,phenol structure-containing product;phenolic;phenolic product;phenolics;phenolics (product);phenolics (substance);product containing phenol structure (product);product containing phenolic;product containing phenolic (product);substance with phenol structure;substance with phenol structure (substance),barley,1.0,foodchem,contains,phenol structure-containing product,1,"Highland barley (Hordeum vulgare, Poaceae) contains wide-ranging nutrients, such as bioactive carbohydrates and polyphenols, minerals, vitamins, phenolic, flavonoids, and β-glucan.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1204,polyphenol (substance);polyphenols,barley,1.0,foodchem,contains,polyphenol (substance),1,"Highland barley (Hordeum vulgare, Poaceae) contains wide-ranging nutrients, such as bioactive carbohydrates and polyphenols, minerals, vitamins, phenolic, flavonoids, and β-glucan.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1205,vitamins,barley,1.0,foodchem,contains,vitamins,1,"Highland barley (Hordeum vulgare, Poaceae) contains wide-ranging nutrients, such as bioactive carbohydrates and polyphenols, minerals, vitamins, phenolic, flavonoids, and β-glucan.",barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance)
1206,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",bean,0.0,foodchem,contains,cholesterol,1,"Beans, peas, and lentils are all types of pulses that are extensively used as foods around the world due to their beneficial effects on human health including their low glycaemic index, cholesterol lowering effects, ability to decrease the risk of heart diseases and their protective effects against some cancers.",bean;bean (substance);beans;beans (food)
1207,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one;3,3',4',5,7-pentahydroxyflavone;3,5,7,3',4'-pentahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-;c.i. natural yellow 10;dikvertin;product containing quercetin;product containing quercetin (medicinal product);quercetin;quercetin (substance);quercetin preparation;quercetin preparation (product);quercetin preparation (substance);quercetin product;quercetin-containing product;sophoretin",bean,1.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one",1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",bean;bean (substance);beans;beans (food)
1208,"3,4',5,7-tetrahydroxy-3'-methoxy-flavone;3,4',5,7-tetrahydroxy-3'-methoxyflavone;3-methyl-quercetin;3-methylquercetin;3-o-methylquercetin;iso-rhamnetin;isorhamnetin;isorhamnetine",bean,0.0,foodchem,contains,"3,4',5,7-tetrahydroxy-3'-methoxy-flavone",1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",bean;bean (substance);beans;beans (food)
1209,"3,4',5,7-tetrahydroxyflavone;3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4h-1- benzopyran-4-one;3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4h-1-benzopyran-4-one;3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one;kaempferol;kempferol;populnetin;rhamnolutein;robigenin;swartziol;trifolitin",bean,0.0,foodchem,contains,"3,4',5,7-tetrahydroxyflavone",1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",bean;bean (substance);beans;beans (food)
1210,"3-phenylchromone;derivative, isoflavone;derivatives, isoflavone;isoflavone;isoflavone derivative;isoflavone derivatives;isoflavones",bean,1.0,foodchem,contains,3-phenylchromone,1,"Soybeans are a rich source of isoflavones, a class of phytoestrogens found predominantly in legumes and beans.",bean;bean (substance);beans;beans (food)
1211,flavonol,bean,1.0,foodchem,contains,flavonol,1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",bean;bean (substance);beans;beans (food)
1212,2 phenyl benzopyran;2 phenyl benzopyrans;2 phenyl chromene;2 phenyl chromenes;2-phenyl-benzopyrans;2-phenyl-chromenes;flavonoid;flavonoid (substance);flavonoid-containing product;flavonoids;product containing flavonoid (product),"bean curd, soy",0.0,foodchem,contains,flavonoids,1,The major source of flavonoids was onions (45.9%) and that of isoflavones was tofu (37.0%).,"bean curd, soy;bean curds, soy;curd, soy bean;curds, soy bean;soy bean curd;soy bean curds;tofu;tofu (substance);tofus"
1213,"3-phenylchromone;derivative, isoflavone;derivatives, isoflavone;isoflavone;isoflavone derivative;isoflavone derivatives;isoflavones","bean curd, soy",1.0,foodchem,contains,3-phenylchromone,1,The major source of flavonoids was onions (45.9%) and that of isoflavones was tofu (37.0%).,"bean curd, soy;bean curds, soy;curd, soy bean;curds, soy bean;soy bean curd;soy bean curds;tofu;tofu (substance);tofus"
1214,calcio cloruro;calcium chloride;calcium chloride (product);calcium chloride (substance);calcium chloride product;calcium chloride-containing product;calcium(2+) chloride;product containing calcium chloride;product containing calcium chloride (medicinal product),"bean curd, soy",1.0,foodchem,contains,calcio cloruro,1,"The results of this study revealed that there was a significant difference (P < .05) in the total phenol [calcium chloride (0.9%), alum (0.8%), and steep water (1.2%)] content of all the tofu produced.","bean curd, soy;bean curds, soy;curd, soy bean;curds, soy bean;soy bean curd;soy bean curds;tofu;tofu (substance);tofus"
1215,"phenol;phenol compound;phenol compounds, nos","bean curd, soy",1.0,foodchem,contains,phenol,1,"The results of this study revealed that there was a significant difference (P < .05) in the total phenol [calcium chloride (0.9%), alum (0.8%), and steep water (1.2%)] content of all the tofu produced.","bean curd, soy;bean curds, soy;curd, soy bean;curds, soy bean;soy bean curd;soy bean curds;tofu;tofu (substance);tofus"
1216,"3-phenylchromone;derivative, isoflavone;derivatives, isoflavone;isoflavone;isoflavone derivative;isoflavone derivatives;isoflavones",bean pea and lentil,1.0,foodchem,contains,3-phenylchromone,1,"Soybeans are a rich source of isoflavones, a class of phytoestrogens found predominantly in legumes and beans.",bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance)
1217,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol;d glucose;d(+)-glucose;d-glucopyranose monohydrate preparation;d-glucose;d-glucose preparation;dextrosa;dextrose;dextrose (medication);dextrose (substance);dextrose preparation;dextrose preparation (product);dextrose preparation (substance);dextrose product;dextrose, unspecified;dextrose, unspecified form;endocrine glucose;foods dextrose;foods glucose (dextrose);glucosa;glucose;glucose (dextrose);glucose (dextrose) (medication);glucose (substance);glucose [endocrine];glucose [endocrine] (product);glucose [endocrine] (substance);glucose preparation;glucose preparation (product);glucose preparation (substance);glucose preparations;glucose product;glucose, nos;glucose-containing product;glucoses;grape sugar;product containing glucose;product containing glucose (medicinal product)",bean pea and lentil,0.0,foodchem,contains,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol",1,The dried and ground pods of Prosopis glandulosa (commonly known as the Honey mesquite tree) which is part of the Fabaceae (or legume) family are currently marketed in South Africa as a food supplement with blood glucose-stabilising and anti-hypertensive properties.,bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance)
1218,9 cis-octadecenoic acid;9 cis-octadecenoic acid (substance);9 cis-octadecenoic acid product;9 cis-octadecenoic acid-containing product;9 octadecenoic acid;9-octadecenoic acid;acid oleic;cis 9 octadecenoic acid;cis-9-octadecenoic acid;fatty acid 18:1 n-9;octadec-9-enoic acid;octadecenoic acid 09;oleic acid;oleic acid (product);oleic acid (substance);oleic acid (substance) [ambiguous];product containing 9 cis-octadecenoic acid;product containing 9 cis-octadecenoic acid (medicinal product),bean pea and lentil,0.0,foodchem,contains,9 cis-octadecenoic acid,1,"Finally, as a result of the most recent epidemiologic studies the ideal diet may comprise: 8% energy from SFA, 5% from polyunsaturated fatty acids with a ratio 5/1 of linoleic/alpha-linolenic acid+longer chains n-3, oleic acid as desired, large intake of cereals, vegetables, legumes and fruits, fish twice a week, cheese and yogurt as dairy products, rapeseed and olive oils as edible fat.",bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance)
